,,,,,,,,,,,Vegas,,,
Rk,Team,Date,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result
9662,TAM,12/21/14,49,75,Sun,15,16,,GNB,L 3-20,12,did not cover,49,under
9663,TAM,12/14/14,41,60,Sun,14,15,@,CAR,L 17-19,3,covered,41,under
9664,TAM,11/30/14,43.5,77,Sun,12,13,,CIN,L 13-14,6,covered,43.5,under
9665,TAM,11/23/14,46.5,54,Sun,11,12,@,CHI,L 13-21,4.5,did not cover,46.5,under
9666,TAM,11/16/14,45.5,45,Sun,10,11,@,WAS,W 27-7,7.5,covered,45.5,under
9667,TAM,11/9/14,47,64,Sun,9,10,,ATL,L 17-27,3,did not cover,47,under
9668,TAM,11/2/14,44,42,Sun,8,9,@,CLE,L 17-22,7,covered,44,under
9669,TAM,10/26/14,43,77,Sun,7,8,,MIN,L 13-19 (OT),-1.5,did not cover,43,under
9670,TAM,10/12/14,44,84,Sun,6,6,,BAL,L 17-48,3,did not cover,44,over
9671,TAM,9/28/14,45,74,Sun,4,4,@,PIT,W 27-24,7.5,covered,45,over
9672,TAM,9/14/14,38,88,Sun,2,2,,STL,L 17-19,-5.5,did not cover,38,under
9673,TAM,9/7/14,39.5,88,Sun,1,1,,CAR,L 14-20,-2.5,did not cover,39.5,under
9674,TAM,12/15/13,41,70,Sun,14,15,,SFO,L 14-33,4.5,did not cover,41,over
9675,TAM,12/8/13,42.5,82,Sun,13,14,,BUF,W 27-6,-2.5,covered,42.5,under
9676,TAM,12/1/13,41,56,Sun,12,13,@,CAR,L 6-27,6.5,did not cover,41,under
9677,TAM,11/17/13,43.5,79,Sun,10,11,,ATL,W 41-28,-2,covered,43.5,over
9678,TAM,11/11/13,39.5,73,Mon,9,10,,MIA,W 22-19,2.5,covered,39.5,over
9679,TAM,11/3/13,40,48,Sun,8,9,@,SEA,L 24-27 (OT),14.5,covered,40,over
9680,TAM,10/24/13,39,70,Thu,7,8,,CAR,L 13-31,6.5,did not cover,39,over
9681,TAM,10/13/13,44.5,82,Sun,5,6,,PHI,L 20-31,3,did not cover,44.5,over
9682,TAM,9/29/13,40,84,Sun,4,4,,ARI,L 10-13,-2.5,did not cover,40,under
9683,TAM,9/22/13,44.5,65,Sun,3,3,@,NWE,L 3-23,7.5,did not cover,44.5,under
9684,TAM,9/15/13,48.5,93,Sun,2,2,,NOR,L 14-16,4,covered,48.5,under
9685,TAM,9/8/13,40,82,Sun,1,1,@,NYJ,L 17-18,-6,did not cover,40,under
9686,TAM,12/23/12,44,59,Sun,15,16,,STL,L 13-28,-3,did not cover,44,under
9687,TAM,12/9/12,48,69,Sun,13,14,,PHI,L 21-23,-7,did not cover,48,under
9688,TAM,12/2/12,50,64,Sun,12,13,@,DEN,L 23-31,7.5,did not cover,50,over
9689,TAM,11/25/12,51.5,65,Sun,11,12,,ATL,L 23-24,1.5,covered,51.5,under
9690,TAM,11/18/12,47,53,Sun,10,11,@,CAR,W 27-21 (OT),-1.5,covered,47,over
9691,TAM,11/11/12,47,80,Sun,9,10,,SDG,W 34-24,-3,covered,47,over
9692,TAM,11/4/12,47.5,71,Sun,8,9,@,OAK,W 42-32,1,covered,47.5,over
9693,TAM,10/21/12,49.5,77,Sun,6,7,,NOR,L 28-35,1.5,did not cover,49.5,over
9694,TAM,10/14/12,39.5,85,Sun,5,6,,KAN,W 38-10,-5,covered,39.5,over
9695,TAM,9/30/12,45,89,Sun,4,4,,WAS,L 22-24,-2,did not cover,45,over
9696,TAM,9/16/12,43.5,73,Sun,2,2,@,NYG,L 34-41,8,covered,43.5,over
9697,TAM,9/9/12,45.5,83,Sun,1,1,,CAR,W 16-10,3,covered,45.5,under
9698,TAM,12/24/11,48,51,Sat,15,16,@,CAR,L 16-48,7.5,did not cover,48,over
9699,TAM,12/17/11,47,66,Sat,14,15,,DAL,L 15-31,7,did not cover,47,under
9700,TAM,12/11/11,42,58,Sun,13,14,@,JAX,L 14-41,-3,did not cover,42,over
9701,TAM,12/4/11,46.5,79,Sun,12,13,,CAR,L 19-38,2.5,did not cover,46.5,over
9702,TAM,11/27/11,44,47,Sun,11,12,@,TEN,L 17-23,3,did not cover,44,under
9703,TAM,11/20/11,49,32,Sun,10,11,@,GNB,L 26-35,13.5,covered,49,over
9704,TAM,11/13/11,45.5,77,Sun,9,10,,HOU,L 9-37,4,did not cover,45.5,over
9705,TAM,10/23/11,44,62,Sun,7,7,,CHI,L 18-24,2,did not cover,44,under
9706,TAM,10/16/11,49.5,84,Sun,6,6,,NOR,W 26-20,6.5,covered,49.5,under
9707,TAM,10/9/11,41.5,62,Sun,5,5,@,SFO,L 3-48,3,did not cover,41.5,over
9708,TAM,10/3/11,40.5,80,Mon,4,4,,IND,W 24-17,-10,did not cover,40.5,over
9709,TAM,9/25/11,45,89,Sun,3,3,,ATL,W 16-13,-1,covered,45,under
9710,TAM,9/11/11,43.5,86,Sun,1,1,,DET,L 20-27,-1.5,did not cover,43.5,over
9711,TAM,12/26/10,43.5,49,Sun,15,16,,SEA,W 38-15,-6,covered,43.5,over
9712,TAM,12/19/10,43,54,Sun,14,15,,DET,L 20-23 (OT),-4,did not cover,43,push
9713,TAM,12/12/10,41.5,43,Sun,13,14,@,WAS,W 17-16,-1.5,did not cover,41.5,under
9714,TAM,12/5/10,43.5,72,Sun,12,13,,ATL,L 24-28,3,did not cover,43.5,over
9715,TAM,11/28/10,41.5,48,Sun,11,12,@,BAL,L 10-17,7.5,covered,41.5,under
9716,TAM,11/21/10,41.5,54,Sun,10,11,@,SFO,W 21-0,3.5,covered,41.5,under
9717,TAM,11/14/10,37,73,Sun,9,10,,CAR,W 31-16,-7,covered,37,over
9718,TAM,10/24/10,39,84,Sun,6,7,,STL,W 18-17,-3,did not cover,39,under
9719,TAM,10/17/10,44,81,Sun,5,6,,NOR,L 6-31,5.5,did not cover,44,under
9720,TAM,10/10/10,38.5,81,Sun,4,5,@,CIN,W 24-21,7,covered,38.5,over
9721,TAM,9/26/10,33,90,Sun,3,3,,PIT,L 13-38,3,did not cover,33,over
9722,TAM,9/19/10,37.5,89,Sun,2,2,@,CAR,W 20-7,4,covered,37.5,under
9723,TAM,9/12/10,37,87,Sun,1,1,,CLE,W 17-14,-2.5,covered,37,under
9724,TAM,1/3/10,41.5,44,Sun,16,17,,ATL,L 10-20,3,did not cover,41.5,under
9725,TAM,12/20/09,39,52,Sun,14,15,@,SEA,W 24-7,6.5,covered,39,under
9726,TAM,12/13/09,36.5,73,Sun,13,14,,NYJ,L 3-26,3.5,did not cover,36.5,under
9727,TAM,12/6/09,40,43,Sun,12,13,@,CAR,L 6-16,3.5,did not cover,40,under
9728,TAM,11/22/09,51,79,Sun,10,11,,NOR,L 7-38,10.5,did not cover,51,under
9729,TAM,11/15/09,43.5,80,Sun,9,10,@,MIA,L 23-25,10,covered,43.5,over
9730,TAM,11/8/09,43.5,82,Sun,8,9,,GNB,W 38-28,9.5,covered,43.5,over
9731,TAM,10/25/09,44.5,59,Sun,7,7,,NWE,L 7-35,15.5,did not cover,44.5,under
9732,TAM,10/18/09,40.5,64,Sun,6,6,,CAR,L 21-28,3,did not cover,40.5,over
9733,TAM,10/11/09,42,62,Sun,5,5,@,PHI,L 14-33,15.5,did not cover,42,over
9734,TAM,10/4/09,35.5,69,Sun,4,4,@,WAS,L 13-16,9,covered,35.5,under
9735,TAM,9/27/09,46,88,Sun,3,3,,NYG,L 0-24,6.5,did not cover,46,under
9736,TAM,9/20/09,42,74,Sun,2,2,@,BUF,L 20-33,4,did not cover,42,over
9737,TAM,9/13/09,40,85,Sun,1,1,,DAL,L 21-34,5,did not cover,40,over
9738,TAM,12/28/08,39.5,77,Sun,16,17,,OAK,L 24-31,-10.5,did not cover,39.5,over
9739,TAM,12/21/08,42.5,72,Sun,15,16,,SDG,L 24-41,-4.5,did not cover,42.5,over
9740,TAM,12/8/08,38.5,38,Mon,13,14,@,CAR,L 23-38,3,did not cover,38.5,over
9741,TAM,11/30/08,43.5,73,Sun,12,13,,NOR,W 23-20,-3.5,did not cover,43.5,under
9742,TAM,11/16/08,38.5,62,Sun,10,11,,MIN,W 19-13,-5.5,covered,38.5,under
9743,TAM,11/2/08,36.5,69,Sun,9,9,@,KAN,W 30-27 (OT),-9.5,did not cover,36.5,over
9744,TAM,10/26/08,40.5,74,Sun,8,8,@,DAL,L 9-13,1.5,did not cover,40.5,under
9745,TAM,10/19/08,40.5,75,Sun,7,7,,SEA,W 20-10,-11.5,did not cover,40.5,under
9746,TAM,10/12/08,36.5,84,Sun,6,6,,CAR,W 27-3,-1,covered,36.5,under
9747,TAM,10/5/08,47,70,Sun,5,5,@,DEN,L 13-16,4,covered,47,under
9748,TAM,9/28/08,43,81,Sun,4,4,,GNB,W 30-21,-2,covered,43,over
9749,TAM,9/21/08,35,76,Sun,3,3,@,CHI,W 27-24 (OT),3,covered,35,over
9750,TAM,9/14/08,37.5,89,Sun,2,2,,ATL,W 24-9,-7,covered,37.5,under
9751,TAM,12/30/07,36,80,Sun,16,17,,CAR,L 23-31,2.5,did not cover,36,over
9752,TAM,12/23/07,37,51,Sun,15,16,@,SFO,L 19-21,-7,did not cover,37,over
9753,TAM,12/16/07,37.5,68,Sun,14,15,,ATL,W 37-3,-12.5,covered,37.5,over
9754,TAM,11/25/07,38.5,81,Sun,11,12,,WAS,W 19-13,-3,covered,38.5,under
9755,TAM,11/4/07,39,78,Sun,9,9,,ARI,W 17-10,-3.5,covered,39,under
9756,TAM,10/28/07,32,84,Sun,8,8,,JAX,L 23-24,-3.5,did not cover,32,over
9757,TAM,10/14/07,37,81,Sun,6,6,,TEN,W 13-10,-2.5,covered,37,under
9758,TAM,9/30/07,39.5,78,Sun,4,4,@,CAR,W 20-7,3,covered,39.5,under
9759,TAM,9/23/07,38.5,86,Sun,3,3,,STL,W 24-3,-3.5,covered,38.5,under
9760,TAM,9/16/07,41.5,88,Sun,2,2,,NOR,W 31-14,4,covered,41.5,over
9761,TAM,9/9/07,41,67,Sun,1,1,@,SEA,L 6-20,6,did not cover,41,under
9762,TAM,12/31/06,38,78,Sun,16,17,,SEA,L 7-23,-3,did not cover,38,under
9763,TAM,12/24/06,37.5,41,Sun,15,16,@,CLE,W 22-7,3,covered,37.5,under
9764,TAM,12/17/06,35,46,Sun,14,15,@,CHI,L 31-34 (OT),13.5,covered,35,over
9765,TAM,12/10/06,38,72,Sun,13,14,,ATL,L 6-17,3,did not cover,38,under
9766,TAM,12/3/06,41,42,Sun,12,13,@,PIT,L 3-20,7,did not cover,41,under
9767,TAM,11/23/06,39,76,Thu,11,12,@,DAL,L 10-38,11,did not cover,39,over
9768,TAM,11/19/06,34,69,Sun,10,11,,WAS,W 20-17,-3,push,34,over
9769,TAM,11/13/06,37,58,Mon,9,10,@,CAR,L 10-24,10,did not cover,37,under
9770,TAM,11/5/06,37,81,Sun,8,9,,NOR,L 14-31,-1.5,did not cover,37,over
9771,TAM,10/29/06,36,53,Sun,7,8,@,NYG,L 3-17,9.5,did not cover,36,under
9772,TAM,10/22/06,43,88,Sun,6,7,,PHI,W 23-21,6,covered,43,over
9773,TAM,10/15/06,44.5,77,Sun,5,6,,CIN,W 14-13,5,covered,44.5,under
9774,TAM,9/24/06,33.5,89,Sun,3,3,,CAR,L 24-26,3,covered,33.5,over
9775,TAM,9/10/06,33,87,Sun,1,1,,BAL,L 0-27,-3,did not cover,33,under
9776,TAM,1/1/06,37.5,74,Sun,16,17,,NOR,W 27-13,-13,covered,37.5,over
9777,TAM,12/24/05,37.5,66,Sat,15,16,,ATL,W 27-24 (OT),-3,push,37.5,over
9778,TAM,12/17/05,36,38,Sat,14,15,@,NWE,L 0-28,4.5,did not cover,36,under
9779,TAM,12/11/05,37,52,Sun,13,14,@,CAR,W 20-10,5.5,covered,37,under
9780,TAM,12/4/05,39,74,Sun,12,13,@,NOR,W 10-3,-3.5,covered,39,under
9781,TAM,11/27/05,33,76,Sun,11,12,,CHI,L 10-13,-3,did not cover,33,under
9782,TAM,11/13/05,34,81,Sun,9,10,,WAS,W 36-35,1,covered,34,over
9783,TAM,11/6/05,36.5,84,Sun,8,9,,CAR,L 14-34,0,did not cover,36.5,over
9784,TAM,10/30/05,37,61,Sun,7,8,@,SFO,L 10-15,-11.5,did not cover,37,under
9785,TAM,10/16/05,33,81,Sun,6,6,,MIA,W 27-13,-4.5,covered,33,over
9786,TAM,10/9/05,32,57,Sun,5,5,@,NYJ,L 12-14,-3.5,did not cover,32,under
9787,TAM,10/2/05,35,87,Sun,4,4,,DET,W 17-13,-6.5,did not cover,35,under
9788,TAM,9/25/05,38,65,Sun,3,3,@,GNB,W 17-16,-3,did not cover,38,under
9789,TAM,9/18/05,35,91,Sun,2,2,,BUF,W 19-3,-2.5,covered,35,under
9790,TAM,1/2/05,38.5,63,Sun,16,17,@,ARI,L 7-12,4,did not cover,38.5,under
9791,TAM,12/26/04,39,50,Sun,15,16,,CAR,L 20-37,-1.5,did not cover,39,over
9792,TAM,12/19/04,43.5,64,Sun,14,15,,NOR,L 17-21,-7.5,did not cover,43.5,under
9793,TAM,12/12/04,42.5,69,Sun,13,14,@,SDG,L 24-31,4,did not cover,42.5,over
9794,TAM,12/5/04,39.5,71,Sun,12,13,,ATL,W 27-0,-2,covered,39.5,under
9795,TAM,11/28/04,39,56,Sun,11,12,@,CAR,L 14-21,-3,did not cover,39,under
9796,TAM,11/21/04,42,77,Sun,10,11,,SFO,W 35-3,-8,covered,42,under
9797,TAM,11/7/04,45.5,76,Sun,8,9,,KAN,W 34-31,3,covered,45.5,over
9798,TAM,10/24/04,32,80,Sun,7,7,,CHI,W 19-7,-7,covered,32,under
9799,TAM,10/3/04,35,86,Sun,4,4,,DEN,L 13-16,3,push,35,under
9800,TAM,9/26/04,35.5,71,Sun,3,3,@,OAK,L 20-30,3,did not cover,35.5,over
9801,TAM,9/19/04,37,88,Sun,2,2,,SEA,L 6-10,3,did not cover,37,under
9802,TAM,9/12/04,38.5,81,Sun,1,1,@,WAS,L 10-16,2.5,did not cover,38.5,under
9803,TAM,12/28/03,39,59,Sun,16,17,@,TEN,L 13-33,4,did not cover,39,over
9804,TAM,12/20/03,38.5,53,Sat,15,16,,ATL,L 28-30,-6.5,did not cover,38.5,over
9805,TAM,12/14/03,36,67,Sun,14,15,,HOU,W 16-3,-11.5,covered,36,under
9806,TAM,11/30/03,37,46,Sun,12,13,@,JAX,L 10-17,-3,did not cover,37,under
9807,TAM,11/24/03,38,70,Mon,11,12,,NYG,W 19-13,-6,push,38,under
9808,TAM,11/16/03,41,80,Sun,10,11,,GNB,L 13-20,-3.5,did not cover,41,under
9809,TAM,11/9/03,34.5,50,Sun,9,10,@,CAR,L 24-27,-3.5,did not cover,34.5,over
9810,TAM,11/2/03,39,82,Sun,8,9,,NOR,L 14-17,-8,did not cover,39,under
9811,TAM,10/26/03,37,82,Sun,7,8,,DAL,W 16-0,-6,covered,37,under
9812,TAM,10/19/03,39,65,Sun,6,7,@,SFO,L 7-24,-5,did not cover,39,under
9813,TAM,10/12/03,37,71,Sun,5,6,@,WAS,W 35-13,-3.5,covered,37,over
9814,TAM,10/6/03,37.5,82,Mon,4,5,,IND,L 35-38 (OT),-4.5,did not cover,37.5,over
9815,TAM,9/14/03,34.5,91,Sun,2,2,,CAR,L 9-12 (OT),-9,did not cover,34.5,under
9816,TAM,9/8/03,36,74,Mon,1,1,@,PHI,W 17-0,3,covered,36,under
9817,TAM,12/29/02,32,38,Sun,16,17,@,CHI,W 15-0,-7,covered,32,under
9818,TAM,12/23/02,38,64,Mon,15,16,,PIT,L 7-17,-4.5,did not cover,38,under
9819,TAM,12/8/02,37,74,Sun,13,14,,ATL,W 34-10,-3.5,covered,37,over
9820,TAM,11/24/02,38.5,70,Sun,11,12,,GNB,W 21-7,-3,covered,38.5,under
9821,TAM,11/17/02,34.5,64,Sun,10,11,,CAR,W 23-10,-8,covered,34.5,under
9822,TAM,11/3/02,37,77,Sun,9,9,,MIN,W 38-24,-7.5,covered,37,over
9823,TAM,10/27/02,31.5,70,Sun,8,8,@,CAR,W 12-9,-8,did not cover,31.5,under
9824,TAM,10/20/02,37,57,Sun,7,7,@,PHI,L 10-20,3,did not cover,37,under
9825,TAM,10/13/02,36.5,85,Sun,6,6,,CLE,W 17-3,-7.5,covered,36.5,under
9826,TAM,9/29/02,33.5,76,Sun,4,4,@,CIN,W 35-7,-6.5,covered,33.5,over
9827,TAM,9/23/02,44,79,Mon,3,3,,STL,W 26-14,1.5,covered,44,under
9828,TAM,9/15/02,32,78,Sun,2,2,@,BAL,W 25-0,-4.5,covered,32,under
9829,TAM,9/8/02,37.5,90,Sun,1,1,,NOR,L 20-26 (OT),-6,did not cover,37.5,over
9830,TAM,1/6/02,33,60,Sun,16,17,,PHI,L 13-17,-3,did not cover,33,under
9831,TAM,12/29/01,34,65,Sat,15,16,,BAL,W 22-10,-1.5,covered,34,under
9832,TAM,12/23/01,38,74,Sun,14,15,,NOR,W 48-21,-2.5,covered,38,over
9833,TAM,12/16/01,33,45,Sun,13,14,@,CHI,L 3-27,2.5,did not cover,33,under
9834,TAM,12/9/01,36.5,83,Sun,12,13,,DET,W 15-12,-8,did not cover,36.5,under
9835,TAM,12/2/01,35,51,Sun,11,12,@,CIN,W 16-13 (OT),-5,did not cover,35,under
9836,TAM,11/18/01,35,80,Sun,9,10,,CHI,L 24-27,-5,did not cover,35,over
9837,TAM,11/4/01,37,52,Sun,7,8,@,GNB,L 20-21,5,covered,37,over
9838,TAM,10/28/01,38.5,67,Sun,6,7,,MIN,W 41-14,-3,covered,38.5,over
9839,TAM,10/21/01,33.5,83,Sun,5,6,,PIT,L 10-17,-5,did not cover,33.5,under
9840,TAM,10/14/01,33,64,Sun,4,5,@,TEN,L 28-31 (OT),3,push,33,over
9841,TAM,10/7/01,36.5,80,Sun,3,4,,GNB,W 14-10,-3,covered,36.5,under
9842,TAM,9/9/01,34,69,Sun,1,1,@,DAL,W 10-6,-9,did not cover,34,under
9843,TAM,12/24/00,38,15,Sun,16,17,@,GNB,L 14-17 (OT),2.5,did not cover,38,under
9844,TAM,12/18/00,49,49,Mon,15,16,,STL,W 38-35,1,covered,49,over
9845,TAM,12/10/00,34.5,73,Sun,14,15,@,MIA,W 16-13,2.5,covered,34.5,under
9846,TAM,12/3/00,37,63,Sun,13,14,,DAL,W 27-7,-10,covered,37,under
9847,TAM,11/26/00,37,67,Sun,12,13,,BUF,W 31-17,-4,covered,37,over
9848,TAM,11/19/00,36,37,Sun,11,12,@,CHI,L 10-13,-8,did not cover,36,under
9849,TAM,11/12/00,42,75,Sun,10,11,,GNB,W 20-15,-9,did not cover,42,under
9850,TAM,10/29/00,41,82,Sun,8,9,,MIN,W 41-13,-3,covered,41,over
9851,TAM,10/19/00,37.5,76,Thu,7,8,,DET,L 14-28,-8,did not cover,37.5,over
9852,TAM,10/1/00,36,68,Sun,5,5,@,WAS,L 17-20 (OT),1.5,did not cover,36,over
9853,TAM,9/24/00,36,82,Sun,4,4,,NYJ,L 17-21,-7,did not cover,36,over
9854,TAM,9/10/00,36.5,89,Sun,2,2,,CHI,W 41-0,-7,covered,36.5,over
9855,TAM,9/3/00,36,71,Sun,1,1,@,NWE,W 21-16,-3,covered,36,over
9856,TEN,11/10/24,38.5,73,Sun,9,10,@,LAC,L 17-27,7.5,did not cover,38.5,over
9857,TEN,11/3/24,38.5,75,Sun,8,9,,NWE,W 20-17 (OT),-3.5,did not cover,38.5,under
9858,TEN,10/27/24,44.5,56,Sun,7,8,@,DET,L 14-52,11.5,did not cover,44.5,over
9859,TEN,10/20/24,41,66,Sun,6,7,@,BUF,L 10-34,9.5,did not cover,41,over
9860,TEN,10/13/24,43,80,Sun,5,6,,IND,L 17-20,-2.5,did not cover,43,under
9861,TEN,9/30/24,37,86,Mon,4,4,@,MIA,W 31-12,2.5,covered,37,over
9862,TEN,9/22/24,37.5,87,Sun,3,3,,GNB,L 14-30,-3,did not cover,37.5,over
9863,TEN,9/15/24,41,80,Sun,2,2,,NYJ,L 17-24,3.5,did not cover,41,push
9864,TEN,9/8/24,44.5,67,Sun,1,1,@,CHI,L 17-24,3.5,did not cover,44.5,under
9865,TEN,1/7/24,41.5,41,Sun,17,18,,JAX,W 28-20,4,covered,41.5,over
9866,TEN,12/31/23,44,64,Sun,16,17,@,HOU,L 3-26,4,did not cover,44,under
9867,TEN,12/24/23,41.5,61,Sun,15,16,,SEA,L 17-20,3.5,covered,41.5,under
9868,TEN,12/17/23,37,48,Sun,14,15,,HOU,L 16-19 (OT),-3,did not cover,37,under
9869,TEN,12/11/23,46.5,64,Mon,13,14,@,MIA,W 28-27,13.5,covered,46.5,over
9870,TEN,12/3/23,42,53,Sun,12,13,,IND,L 28-31 (OT),1,did not cover,42,over
9871,TEN,11/26/23,36.5,51,Sun,11,12,,CAR,W 17-10,-3.5,covered,36.5,under
9872,TEN,11/19/23,40,75,Sun,10,11,@,JAX,L 14-34,6.5,did not cover,40,over
9873,TEN,11/12/23,38.5,85,Sun,9,10,@,TAM,L 6-20,2.5,did not cover,38.5,under
9874,TEN,11/2/23,36.5,40,Thu,8,9,@,PIT,L 16-20,3,did not cover,36.5,under
9875,TEN,10/29/23,35.5,77,Sun,7,8,,ATL,W 28-23,2.5,covered,35.5,over
9876,TEN,10/15/23,42.5,52,Sun,6,6,,BAL,L 16-24,5,did not cover,42.5,under
9877,TEN,10/8/23,43.5,53,Sun,5,5,@,IND,L 16-23,-2.5,did not cover,43.5,under
9878,TEN,10/1/23,41.5,82,Sun,4,4,,CIN,W 27-3,2.5,covered,41.5,under
9879,TEN,9/24/23,38,68,Sun,3,3,@,CLE,L 3-27,3.5,did not cover,38,under
9880,TEN,9/17/23,45.5,64,Sun,2,2,,LAC,W 27-24 (OT),2.5,covered,45.5,over
9881,TEN,9/10/23,41.5,83,Sun,1,1,@,NOR,L 15-16,3,covered,41.5,under
9882,TEN,1/7/23,40,56,Sat,17,18,@,JAX,L 16-20,6.5,covered,40,under
9883,TEN,12/29/22,39.5,56,Thu,16,17,,DAL,L 13-27,12.5,did not cover,39.5,over
9884,TEN,12/24/22,35.5,22,Sat,15,16,,HOU,L 14-19,-3,did not cover,35.5,under
9885,TEN,12/18/22,46.5,66,Sun,14,15,@,LAC,L 14-17,3,push,46.5,under
9886,TEN,12/11/22,41,54,Sun,13,14,,JAX,L 22-36,-3.5,did not cover,41,over
9887,TEN,12/4/22,44,60,Sun,12,13,@,PHI,L 10-35,4,did not cover,44,over
9888,TEN,11/27/22,43,56,Sun,11,12,,CIN,L 16-20,1.5,did not cover,43,under
9889,TEN,11/17/22,41,25,Thu,10,11,@,GNB,W 27-17,3,covered,41,over
9890,TEN,11/13/22,39,36,Sun,9,10,,DEN,W 17-10,-2.5,covered,39,under
9891,TEN,11/6/22,45.5,54,Sun,8,9,@,KAN,L 17-20 (OT),12.5,covered,45.5,under
9892,TEN,10/30/22,39,72,Sun,7,8,@,HOU,W 17-10,-3.5,covered,39,under
9893,TEN,10/23/22,41.5,74,Sun,6,7,,IND,W 19-10,-2.5,covered,41.5,under
9894,TEN,10/9/22,43,61,Sun,5,5,@,WAS,W 21-17,-2,covered,43,under
9895,TEN,10/2/22,43,62,Sun,4,4,@,IND,W 24-17,3.5,covered,43,under
9896,TEN,9/25/22,45.5,77,Sun,3,3,,LVR,W 24-22,2,covered,45.5,over
9897,TEN,9/19/22,47.5,70,Mon,2,2,@,BUF,L 7-41,10,did not cover,47.5,over
9898,TEN,9/11/22,44,75,Sun,1,1,,NYG,L 20-21,-5,did not cover,44,under
9899,TEN,1/9/22,42.5,75,Sun,17,18,@,HOU,W 28-25,-10.5,did not cover,42.5,over
9900,TEN,1/2/22,40,43,Sun,16,17,,MIA,W 34-3,-3,covered,40,under
9901,TEN,12/23/21,44,48,Thu,15,16,,SFO,W 20-17,3.5,covered,44,under
9902,TEN,12/19/21,44,32,Sun,14,15,@,PIT,L 13-19,1,did not cover,44,under
9903,TEN,12/12/21,43.5,45,Sun,13,14,,JAX,W 20-0,-8.5,covered,43.5,under
9904,TEN,11/28/21,43.5,33,Sun,12,12,@,NWE,L 13-36,7,did not cover,43.5,over
9905,TEN,11/21/21,44.5,59,Sun,11,11,,HOU,L 13-22,-10,did not cover,44.5,under
9906,TEN,11/14/21,44,53,Sun,10,10,,NOR,W 23-21,-3,did not cover,44,push
9907,TEN,11/7/21,52.5,58,Sun,9,9,@,LAR,W 28-16,7.5,covered,52.5,under
9908,TEN,10/31/21,51,55,Sun,8,8,@,IND,W 34-31 (OT),3,covered,51,over
9909,TEN,10/24/21,57.5,74,Sun,7,7,,KAN,W 27-3,4,covered,57.5,under
9910,TEN,10/18/21,53.5,66,Mon,6,6,,BUF,W 34-31,6,covered,53.5,over
9911,TEN,10/10/21,48.5,78,Sun,5,5,@,JAX,W 37-19,-4.5,covered,48.5,over
9912,TEN,10/3/21,44,78,Sun,4,4,@,NYJ,L 24-27 (OT),-6,did not cover,44,over
9913,TEN,9/26/21,47.5,72,Sun,3,3,,IND,W 25-16,-5.5,covered,47.5,under
9914,TEN,9/19/21,54,62,Sun,2,2,@,SEA,W 33-30 (OT),6.5,covered,54,over
9915,TEN,9/12/21,53.5,82,Sun,1,1,,ARI,L 13-38,-3,did not cover,53.5,under
9916,TEN,1/3/21,55.5,66,Sun,16,17,@,HOU,W 41-38,-7,did not cover,55.5,over
9917,TEN,12/27/20,52.5,28,Sun,15,16,@,GNB,L 14-40,3,did not cover,52.5,over
9918,TEN,12/20/20,54.5,46,Sun,14,15,,DET,W 46-25,-9.5,covered,54.5,over
9919,TEN,12/13/20,52.5,69,Sun,13,14,@,JAX,W 31-10,-7.5,covered,52.5,under
9920,TEN,12/6/20,54,52,Sun,12,13,,CLE,L 35-41,-4,did not cover,54,over
9921,TEN,11/29/20,51.5,45,Sun,11,12,@,IND,W 45-26,3,covered,51.5,over
9922,TEN,11/22/20,50.5,53,Sun,10,11,@,BAL,W 30-24 (OT),6,covered,50.5,over
9923,TEN,11/12/20,49.5,56,Thu,9,10,,IND,L 17-34,1,did not cover,49.5,over
9924,TEN,11/8/20,46.5,77,Sun,8,9,,CHI,W 24-17,-6.5,covered,46.5,under
9925,TEN,11/1/20,49.5,48,Sun,7,8,@,CIN,L 20-31,-7.5,did not cover,49.5,over
9926,TEN,10/25/20,51,55,Sun,6,7,,PIT,L 24-27,-1,did not cover,51,push
9927,TEN,10/18/20,52,61,Sun,5,6,,HOU,W 42-36 (OT),-4,covered,52,over
9928,TEN,10/13/20,52,73,Tue,4,5,,BUF,W 42-16,3,covered,52,over
9929,TEN,9/20/20,44.5,72,Sun,2,2,,JAX,W 33-30,-7,did not cover,44.5,over
9930,TEN,9/14/20,41.5,79,Mon,1,1,@,DEN,W 16-14,-3.5,did not cover,41.5,under
9931,TEN,12/29/19,43,64,Sun,16,17,@,HOU,W 35-14,-10,covered,43,over
9932,TEN,12/22/19,49,50,Sun,15,16,,NOR,L 28-38,3.5,did not cover,49,over
9933,TEN,12/15/19,50,45,Sun,14,15,,HOU,L 21-24,-3,did not cover,50,under
9934,TEN,12/8/19,47,59,Sun,13,14,@,OAK,W 42-21,-3,covered,47,over
9935,TEN,12/1/19,41.5,40,Sun,12,13,@,IND,W 31-17,-1,covered,41.5,over
9936,TEN,11/24/19,42,52,Sun,11,12,,JAX,W 42-20,-4.5,covered,42,over
9937,TEN,11/10/19,49,63,Sun,10,10,,KAN,W 35-32,5,covered,49,over
9938,TEN,11/3/19,43,58,Sun,9,9,@,CAR,L 20-30,3.5,did not cover,43,over
9939,TEN,10/27/19,45.5,59,Sun,8,8,,TAM,W 27-23,-2,covered,45.5,over
