Season,Team,win_percentage,Date,G#,Week,Game time,Rk,Spread...4,Over/Under...5,Temperature,Day,Location,Opp,Result,Spread...13,vs. Line,Over/Under...15,OU Result,after_bye
2021,BUF,0.647,2021-11-21,10,11,early,213,-7,49.5,49,Sun,home,IND,L 15-41,-7,did not cover,49.5,over,0
2021,BUF,0.647,2021-11-14,9,10,early,238,-13,47.5,47,Sun,away,NYJ,W 45-17,-13,covered,47.5,over,0
2021,BUF,0.647,2021-11-07,8,9,early,263,-14.5,48.5,59,Sun,away,JAX,L 6-9,-14.5,did not cover,48.5,under,0
2021,BUF,0.647,2021-10-31,7,8,early,26,-14,49,54,Sun,home,MIA,W 26-11,-14,covered,49,under,1
2021,BUF,0.647,2021-10-03,4,4,early,407,-17.5,47,67,Sun,home,HOU,W 40-0,-17.5,covered,47,under,0
2021,BUF,0.647,2021-09-26,3,3,early,439,-7,45.5,67,Sun,home,WAS,W 43-21,-7,covered,45.5,over,0
2021,BUF,0.647,2021-09-19,2,2,early,470,-3.5,47.5,89,Sun,away,MIA,W 35-0,-3.5,covered,47.5,under,0
2021,BUF,0.647,2021-09-12,1,1,early,503,-6.5,48.5,73,Sun,home,PIT,L 16-23,-6.5,did not cover,48.5,under,0
2021,BUF,0.647,2022-01-09,17,18,afternoon,3,-16.5,40.5,36,Sun,home,NYJ,W 27-10,-16.5,covered,40.5,under,0
2021,BUF,0.647,2021-12-12,13,14,afternoon,132,3.5,54.5,82,Sun,away,TAM,L 27-33 (OT),3.5,did not cover,54.5,over,0
2021,BUF,0.647,2021-12-06,12,13,night,149,-4,44,36,Mon,home,NWE,L 10-14,-4,did not cover,44,under,0
2021,BUF,0.647,2021-11-25,11,12,night,198,-6.5,45,69,Thu,away,NOR,W 31-6,-6.5,covered,45,under,0
2021,BUF,0.647,2021-10-18,6,6,night,326,-6,53.5,66,Mon,away,TEN,L 31-34,-6,did not cover,53.5,over,0
2021,BUF,0.647,2021-10-10,5,5,night,367,2.5,56.5,76,Sun,away,KAN,W 38-20,2.5,covered,56.5,over,0
2021,ARI,0.647,2021-12-19,14,15,early,116,-13,48,28,Sun,away,DET,L 12-30,-13,did not cover,48,under,0
2021,ARI,0.647,2021-12-05,12,13,early,9,-7.5,42,34,Sun,away,CHI,W 33-22,-7.5,covered,42,over,1
2021,ARI,0.647,2021-09-26,3,3,early,428,-7.5,51.5,81,Sun,away,JAX,W 31-19,-7.5,covered,51.5,under,0
2021,ARI,0.647,2021-09-12,1,1,early,493,3,53.5,82,Sun,away,TEN,W 38-13,3,covered,53.5,under,0
2021,ARI,0.647,2022-01-09,17,18,afternoon,16,-5.5,48,70,Sun,home,SEA,L 30-38,-5.5,did not cover,48,over,0
2021,ARI,0.647,2022-01-02,16,17,afternoon,51,6.5,52.5,38,Sun,away,DAL,W 25-22,6.5,covered,52.5,under,0
2021,ARI,0.647,2021-11-21,11,11,afternoon,205,2.5,47,46,Sun,away,SEA,W 23-13,2.5,covered,47,under,0
2021,ARI,0.647,2021-11-14,10,10,afternoon,233,-10.5,43,81,Sun,home,CAR,L 10-34,-10.5,did not cover,43,over,0
2021,ARI,0.647,2021-11-07,9,9,afternoon,257,3.5,45,57,Sun,away,SFO,W 31-17,3.5,covered,45,over,0
2021,ARI,0.647,2021-10-24,7,7,afternoon,304,-18,47.5,82,Sun,home,HOU,W 31-5,-18,covered,47.5,under,0
2021,ARI,0.647,2021-10-17,6,6,afternoon,328,3.5,48.5,58,Sun,away,CLE,W 37-14,3.5,covered,48.5,over,0
2021,ARI,0.647,2021-10-10,5,5,afternoon,357,-5,48.5,81,Sun,home,SFO,W 17-10,-5,covered,48.5,under,0
2021,ARI,0.647,2021-10-03,4,4,afternoon,389,4,49.5,89,Sun,away,LAR,W 37-20,4,covered,49.5,over,0
2021,ARI,0.647,2021-09-19,2,2,afternoon,460,-3.5,50.5,93,Sun,home,MIN,W 34-33,-3.5,did not cover,50.5,over,0
2021,ARI,0.647,2021-12-25,15,16,night,93,-2,49,61,Sat,home,IND,L 16-22,-2,did not cover,49,under,0
2021,ARI,0.647,2021-12-13,13,14,night,126,-2.5,51.5,68,Mon,home,LAR,L 23-30,-2.5,did not cover,51.5,over,0
2021,ARI,0.647,2021-10-28,8,8,night,301,-6.5,50.5,84,Thu,home,GNB,L 21-24,-6.5,did not cover,50.5,under,0
2024,DEN,0.615,2024-11-10,10,10,early,82,7.5,42,57,Sun,away,KAN,L 14-16,7.5,covered,42,under,0
2024,DEN,0.615,2024-11-03,9,9,early,110,9.5,46.5,57,Sun,away,BAL,L 10-41,9.5,did not cover,46.5,over,0
2024,DEN,0.615,2024-09-29,4,4,early,249,9,40,67,Sun,away,NYJ,W 10-9,9,covered,40,under,0
2024,DEN,0.615,2024-09-22,3,3,early,280,6,41,85,Sun,away,TAM,W 26-7,6,covered,41,under,0
2024,DEN,0.615,2024-11-24,12,12,afternoon,32,-6,41,63,Sun,away,LVR,W 29-19,-6,covered,41,over,0
2024,DEN,0.615,2024-11-17,11,11,afternoon,56,-2.5,44.5,55,Sun,home,ATL,W 38-6,-2.5,covered,44.5,under,0
2024,DEN,0.615,2024-10-27,8,8,afternoon,138,-11,41,76,Sun,home,CAR,W 28-14,-11,covered,41,over,0
2024,DEN,0.615,2024-10-13,6,6,afternoon,195,3,36,65,Sun,home,LAC,L 16-23,3,did not cover,36,over,0
2024,DEN,0.615,2024-10-06,5,5,afternoon,219,-3,35.5,73,Sun,home,LVR,W 34-18,-3,covered,35.5,over,0
2024,DEN,0.615,2024-09-15,2,2,afternoon,310,2.5,36.5,83,Sun,home,PIT,L 6-13,2.5,did not cover,36.5,under,0
2024,DEN,0.615,2024-09-08,1,1,afternoon,344,6,42,73,Sun,away,SEA,L 20-26,6,push,42,over,0
2024,DEN,0.615,2024-12-02,13,13,night,4,-6,42,48,Mon,home,CLE,W 41-32,-6,covered,42,over,0
2024,DEN,0.615,2024-10-17,7,7,night,183,-2.5,37,65,Thu,away,NOR,W 33-10,-2.5,covered,37,over,0
2024,HOU,0.615,2024-11-24,12,12,early,35,-9,40.5,78,Sun,home,TEN,L 27-32,-9,did not cover,40.5,over,0
2024,HOU,0.615,2024-10-27,8,8,early,141,-5,45.5,82,Sun,home,IND,W 23-20,-5,did not cover,45.5,under,0
2024,HOU,0.615,2024-10-20,7,7,early,171,3,48,72,Sun,away,GNB,L 22-24,3,covered,48,under,0
2024,HOU,0.615,2024-10-13,6,6,early,197,-7,37.5,53,Sun,away,NWE,W 41-21,-7,covered,37.5,over,0
2024,HOU,0.615,2024-10-06,5,5,early,221,-1,47.5,86,Sun,home,BUF,W 23-20,-1,covered,47.5,under,0
2024,HOU,0.615,2024-09-29,4,4,early,251,-5.5,44.5,82,Sun,home,JAX,W 24-20,-5.5,did not cover,44.5,under,0
2024,HOU,0.615,2024-09-22,3,3,early,283,-1,46.5,63,Sun,away,MIN,L 7-34,-1,did not cover,46.5,under,0
2024,HOU,0.615,2024-09-08,1,1,early,346,-2.5,48.5,63,Sun,away,IND,W 29-27,-2.5,did not cover,48.5,over,0
2024,HOU,0.615,2024-11-18,11,11,night,50,-7,41,64,Mon,away,DAL,W 34-10,-7,covered,41,over,0
2024,HOU,0.615,2024-11-10,10,10,night,84,3.5,49,73,Sun,home,DET,L 23-26,3.5,covered,49,push,0
2024,HOU,0.615,2024-10-31,9,9,night,127,2,42,71,Thu,away,NYJ,L 13-21,2,did not cover,42,under,0
2024,HOU,0.615,2024-09-15,2,2,night,313,-6,45,89,Sun,home,CHI,W 19-13,-6,push,45,under,0
2024,BAL,0.615,2024-11-17,11,11,early,68,-3,48.5,52,Sun,away,PIT,L 16-18,-3,did not cover,48.5,under,0
2024,BAL,0.615,2024-11-03,9,9,early,123,-9.5,46.5,57,Sun,home,DEN,W 41-10,-9.5,covered,46.5,over,0
2024,BAL,0.615,2024-10-27,8,8,early,151,-9,45.5,52,Sun,away,CLE,L 24-29,-9,did not cover,45.5,over,0
2024,BAL,0.615,2024-10-13,6,6,early,204,-6.5,51.5,75,Sun,home,WAS,W 30-23,-6.5,covered,51.5,over,0
2024,BAL,0.615,2024-10-06,5,5,early,231,-1,48.5,81,Sun,away,CIN,W 41-38 (OT),-1,covered,48.5,over,0
2024,BAL,0.615,2024-09-15,2,2,early,325,-9,41.5,76,Sun,home,LVR,L 23-26,-9,did not cover,41.5,over,0
2024,BAL,0.615,2024-12-01,13,13,afternoon,14,-3,51,41,Sun,home,PHI,L 19-24,-3,did not cover,51,under,0
2024,BAL,0.615,2024-09-22,3,3,afternoon,294,-1,48,94,Sun,away,DAL,W 28-25,-1,covered,48,over,0
2024,BAL,0.615,2024-11-25,12,12,night,27,-2.5,50.5,62,Mon,away,LAC,W 30-23,-2.5,covered,50.5,over,0
2024,BAL,0.615,2024-11-07,10,10,night,98,-6,53.5,69,Thu,home,CIN,W 35-34,-6,did not cover,53.5,over,0
2024,BAL,0.615,2024-10-21,7,7,night,160,-3.5,50,80,Mon,away,TAM,W 41-31,-3.5,covered,50,over,0
2024,BAL,0.615,2024-09-29,4,4,night,262,-2.5,46.5,68,Sun,home,BUF,W 35-10,-2.5,covered,46.5,under,0
2024,BAL,0.615,2024-09-05,1,1,night,364,3,47,67,Thu,away,KAN,L 20-27,3,did not cover,47,push,0
2024,WAS,0.615,2024-12-01,13,13,early,18,-6,44.5,42,Sun,home,TEN,W 42-19,-6,covered,44.5,over,0
2024,WAS,0.615,2024-11-24,12,12,early,46,-10.5,45,55,Sun,home,DAL,L 26-34,-10.5,did not cover,45,over,0
2024,WAS,0.615,2024-11-10,10,10,early,96,-2.5,45.5,57,Sun,home,PIT,L 27-28,-2.5,did not cover,45.5,over,0
2024,WAS,0.615,2024-11-03,9,9,early,126,-4,44,52,Sun,away,NYG,W 27-22,-4,covered,44,over,0
2024,WAS,0.615,2024-10-13,6,6,early,206,6.5,51.5,75,Sun,away,BAL,L 23-30,6.5,did not cover,51.5,over,0
2024,WAS,0.615,2024-10-06,5,5,early,234,-3,43.5,73,Sun,home,CLE,W 34-13,-3,covered,43.5,over,0
2024,WAS,0.615,2024-09-15,2,2,early,330,-1,43,82,Sun,home,NYG,W 21-18,-1,covered,43,under,0
2024,WAS,0.615,2024-10-27,8,8,afternoon,156,1,45,58,Sun,home,CHI,W 18-15,1,covered,45,under,0
2024,WAS,0.615,2024-10-20,7,7,afternoon,182,-9.5,51.5,76,Sun,home,CAR,W 40-7,-9.5,covered,51.5,under,0
2024,WAS,0.615,2024-09-29,4,4,afternoon,266,3.5,48.5,106,Sun,away,ARI,W 42-14,3.5,covered,48.5,over,0
2024,WAS,0.615,2024-09-08,1,1,afternoon,360,3.5,42.5,93,Sun,away,TAM,L 20-37,3.5,did not cover,42.5,over,0
2024,WAS,0.615,2024-11-14,11,11,night,72,3.5,48.5,46,Thu,away,PHI,L 18-26,3.5,did not cover,48.5,under,0
2024,WAS,0.615,2024-09-23,3,3,night,272,7.5,46.5,69,Mon,away,CIN,W 38-33,7.5,covered,46.5,over,0
2023,HOU,0.588,2023-12-31,16,17,early,58,-4,44,64,Sun,home,TEN,W 26-3,-4,covered,44,under,0
2023,HOU,0.588,2023-12-24,15,16,early,88,3,40,68,Sun,home,CLE,L 22-36,3,did not cover,40,over,0
2023,HOU,0.588,2023-12-17,14,15,early,118,3,37,48,Sun,away,TEN,W 19-16 (OT),3,covered,37,under,0
2023,HOU,0.588,2023-12-10,13,14,early,148,-3.5,33,58,Sun,away,NYJ,L 6-30,-3.5,did not cover,33,over,0
2023,HOU,0.588,2023-12-03,12,13,early,174,-3,47,68,Sun,home,DEN,W 22-17,-3,covered,47,under,0
2023,HOU,0.588,2023-11-26,11,12,early,196,1.5,48,57,Sun,home,JAX,L 21-24,1.5,did not cover,48,under,0
2023,HOU,0.588,2023-11-19,10,11,early,206,-5.5,49,68,Sun,home,ARI,W 21-16,-5.5,did not cover,49,under,0
2023,HOU,0.588,2023-11-12,9,10,early,231,5.5,45.5,56,Sun,away,CIN,W 30-27,5.5,covered,45.5,over,0
2023,HOU,0.588,2023-11-05,8,9,early,256,-2.5,36.5,80,Sun,home,TAM,W 39-37,-2.5,did not cover,36.5,over,0
2023,HOU,0.588,2023-10-29,7,8,early,25,-3.5,42.5,77,Sun,away,CAR,L 13-15,-3.5,did not cover,42.5,under,1
2023,HOU,0.588,2023-10-15,6,6,early,332,2.5,41.5,67,Sun,home,NOR,W 20-13,2.5,covered,41.5,under,0
2023,HOU,0.588,2023-10-08,5,5,early,355,2.5,42,63,Sun,away,ATL,L 19-21,2.5,covered,42,under,0
2023,HOU,0.588,2023-10-01,4,4,early,383,3,41.5,90,Sun,home,PIT,W 30-6,3,covered,41.5,under,0
2023,HOU,0.588,2023-09-24,3,3,early,425,9.5,43.5,84,Sun,away,JAX,W 37-17,9.5,covered,43.5,over,0
2023,HOU,0.588,2023-09-17,2,2,early,455,-1,40,85,Sun,home,IND,L 20-31,-1,did not cover,40,over,0
2023,HOU,0.588,2023-09-10,1,1,early,485,9.5,43.5,78,Sun,away,BAL,L 9-25,9.5,did not cover,43.5,under,0
2023,HOU,0.588,2024-01-06,17,18,night,29,-1.5,47.5,36,Sat,away,IND,W 23-19,-1.5,covered,47.5,under,0
2023,PIT,0.588,2023-12-03,12,13,early,166,-6.5,41,56,Sun,home,ARI,L 10-24,-6.5,did not cover,41,under,0
2023,PIT,0.588,2023-11-26,11,12,early,190,-2,36.5,48,Sun,away,CIN,W 16-10,-2,covered,36.5,under,0
2023,PIT,0.588,2023-11-19,10,11,early,222,2,33,48,Sun,away,CLE,L 10-13,2,did not cover,33,under,0
2023,PIT,0.588,2023-11-12,9,10,early,246,-3,38.5,50,Sun,home,GNB,W 23-19,-3,covered,38.5,over,0
2023,PIT,0.588,2023-10-29,7,8,early,301,2.5,40.5,58,Sun,home,JAX,L 10-20,2.5,did not cover,40.5,under,0
2023,PIT,0.588,2023-10-08,5,5,early,375,4.5,38.5,53,Sun,home,BAL,W 17-10,4.5,covered,38.5,under,0
2023,PIT,0.588,2023-10-01,4,4,early,402,-3,41.5,90,Sun,away,HOU,L 6-30,-3,did not cover,41.5,under,0
2023,PIT,0.588,2023-09-10,1,1,early,494,1.5,41.5,72,Sun,home,SFO,L 7-30,1.5,did not cover,41.5,under,0
2023,PIT,0.588,2024-01-06,17,18,afternoon,30,-3,34.5,38,Sat,away,BAL,W 17-10,-3,covered,34.5,under,0
2023,PIT,0.588,2023-12-31,16,17,afternoon,55,4.5,40.5,47,Sun,away,SEA,W 30-23,4.5,covered,40.5,over,0
2023,PIT,0.588,2023-12-23,15,16,afternoon,92,2.5,38,49,Sat,home,CIN,W 34-11,2.5,covered,38,over,0
2023,PIT,0.588,2023-12-16,14,15,afternoon,119,1,42.5,53,Sat,away,IND,L 13-30,1,did not cover,42.5,over,0
2023,PIT,0.588,2023-10-22,6,7,afternoon,27,3,43.5,74,Sun,away,LAR,W 24-17,3,covered,43.5,under,1
2023,PIT,0.588,2023-12-07,13,14,night,150,-6,30,42,Thu,home,NWE,L 18-21,-6,did not cover,30,over,0
2023,PIT,0.588,2023-11-02,8,9,night,279,-3,36.5,40,Thu,home,TEN,W 20-16,-3,covered,36.5,under,0
2023,PIT,0.588,2023-09-24,3,3,night,433,3,43.5,87,Sun,away,LVR,W 23-18,3,covered,43.5,under,0
2023,PIT,0.588,2023-09-18,2,2,night,444,2.5,39,62,Mon,home,CLE,W 26-22,2.5,covered,39,over,0
2023,LAR,0.588,2023-12-31,16,17,early,42,-6,43.5,41,Sun,away,NYG,W 26-25,-6,did not cover,43.5,over,0
2023,LAR,0.588,2023-12-10,13,14,early,138,7.5,39.5,57,Sun,away,BAL,L 31-37 (OT),7.5,covered,39.5,over,0
2023,LAR,0.588,2023-11-05,9,9,early,272,3.5,37.5,51,Sun,away,GNB,L 3-20,3.5,did not cover,37.5,under,0
2023,LAR,0.588,2023-10-29,8,8,early,297,6.5,44.5,45,Sun,away,DAL,L 20-43,6.5,did not cover,44.5,over,0
2023,LAR,0.588,2023-10-01,4,4,early,399,-1,44.5,80,Sun,away,IND,W 29-23 (OT),-1,covered,44.5,over,0
2023,LAR,0.588,2023-10-01,4,4,early,404,-1,44.5,80,Sun,away,IND,W 29-23 (OT),-1,covered,44.5,over,0
2023,LAR,0.588,2024-01-07,17,18,afternoon,10,4,41,52,Sun,away,SFO,W 21-20,4,covered,41,push,0
2023,LAR,0.588,2023-12-17,14,15,afternoon,112,-6.5,50.5,78,Sun,home,WAS,W 28-20,-6.5,covered,50.5,under,0
2023,LAR,0.588,2023-12-03,12,13,afternoon,157,-4,40.5,67,Sun,home,CLE,W 36-19,-4,covered,40.5,over,0
2023,LAR,0.588,2023-11-26,11,12,afternoon,195,-2.5,45,68,Sun,away,ARI,W 37-14,-2.5,covered,45,over,0
2023,LAR,0.588,2023-11-19,10,11,afternoon,15,-2,46,72,Sun,home,SEA,W 17-16,-2,did not cover,46,under,1
2023,LAR,0.588,2023-10-22,7,7,afternoon,322,-3,43.5,74,Sun,home,PIT,L 17-24,-3,did not cover,43.5,under,0
2023,LAR,0.588,2023-10-15,6,6,afternoon,348,-7,47.5,82,Sun,home,ARI,W 26-9,-7,covered,47.5,under,0
2023,LAR,0.588,2023-10-08,5,5,afternoon,371,3.5,49.5,71,Sun,home,PHI,L 14-23,3.5,did not cover,49.5,under,0
2023,LAR,0.588,2023-09-17,2,2,afternoon,464,7.5,44.5,71,Sun,home,SFO,L 23-30,7.5,covered,44.5,over,0
2023,LAR,0.588,2023-09-10,1,1,afternoon,496,4.5,46.5,74,Sun,away,SEA,W 30-13,4.5,covered,46.5,under,0
2023,LAR,0.588,2023-12-21,15,16,night,95,-4,46,63,Thu,home,NOR,W 30-22,-4,covered,46,over,0
2023,LAR,0.588,2023-09-25,3,3,night,413,3,45.5,74,Mon,away,CIN,L 16-19,3,push,45.5,under,0
2022,BAL,0.588,2023-01-08,17,18,early,20,9,39.5,38,Sun,away,CIN,L 16-27,9,did not cover,39.5,over,0
2022,BAL,0.588,2022-12-24,15,16,early,82,-6.5,34.5,17,Sat,home,ATL,W 17-9,-6.5,covered,34.5,under,0
2022,BAL,0.588,2022-12-11,13,14,early,139,1.5,36.5,42,Sun,away,PIT,W 16-14,1.5,covered,36.5,under,0
2022,BAL,0.588,2022-12-04,12,13,early,148,-9.5,39.5,63,Sun,home,DEN,W 10-9,-9.5,did not cover,39.5,under,0
2022,BAL,0.588,2022-11-27,11,12,early,178,-3.5,43,77,Sun,away,JAX,L 27-28,-3.5,did not cover,43,over,0
2022,BAL,0.588,2022-11-20,10,11,early,18,-13,41.5,36,Sun,home,CAR,W 13-3,-13,did not cover,41.5,under,1
2022,BAL,0.588,2022-10-23,7,7,early,307,-6.5,45.5,64,Sun,home,CLE,W 23-20,-6.5,did not cover,45.5,under,0
2022,BAL,0.588,2022-10-16,6,6,early,335,-5.5,45.5,60,Sun,away,NYG,L 20-24,-5.5,did not cover,45.5,under,0
2022,BAL,0.588,2022-10-02,4,4,early,398,3,51,58,Sun,home,BUF,L 20-23,3,push,51,under,0
2022,BAL,0.588,2022-09-25,3,3,early,429,-2.5,44,66,Sun,away,NWE,W 37-26,-2.5,covered,44,over,0
2022,BAL,0.588,2022-09-18,2,2,early,458,-3.5,44.5,82,Sun,home,MIA,L 38-42,-3.5,did not cover,44.5,over,0
2022,BAL,0.588,2022-09-11,1,1,early,486,-6.5,44,73,Sun,away,NYJ,W 24-9,-6.5,covered,44,under,0
2022,BAL,0.588,2022-12-17,14,15,afternoon,113,3,38,34,Sat,away,CLE,L 3-13,3,did not cover,38,under,0
2022,BAL,0.588,2023-01-01,16,17,night,46,-2.5,35,44,Sun,home,PIT,L 13-16,-2.5,did not cover,35,under,0
2022,BAL,0.588,2022-11-07,9,9,night,248,-1.5,46.5,76,Mon,away,NOR,W 27-13,-1.5,covered,46.5,under,0
2022,BAL,0.588,2022-10-27,8,8,night,293,1.5,45.5,79,Thu,away,TAM,W 27-22,1.5,covered,45.5,over,0
2022,BAL,0.588,2022-10-09,5,5,night,365,-3.5,47.5,60,Sun,home,CIN,W 19-17,-3.5,did not cover,47.5,under,0
2022,LAC,0.588,2022-11-06,8,9,early,26,-3,49.5,78,Sun,away,ATL,W 20-17,-3,push,49.5,under,1
2022,LAC,0.588,2022-10-09,5,5,early,366,-1,47,59,Sun,away,CLE,W 30-28,-1,covered,47,over,0
2022,LAC,0.588,2022-10-02,4,4,early,399,-6,45,78,Sun,away,HOU,W 34-24,-6,covered,45,over,0
2022,LAC,0.588,2023-01-08,17,18,afternoon,1,3,39.5,43,Sun,away,DEN,L 28-31,3,push,39.5,over,0
2022,LAC,0.588,2023-01-01,16,17,afternoon,39,-6.5,41.5,62,Sun,home,LAR,W 31-10,-6.5,covered,41.5,under,0
2022,LAC,0.588,2022-12-18,14,15,afternoon,94,-3,46.5,66,Sun,home,TEN,W 17-14,-3,push,46.5,under,0
2022,LAC,0.588,2022-12-04,12,13,afternoon,146,2.5,49.5,73,Sun,away,LVR,L 20-27,2.5,did not cover,49.5,under,0
2022,LAC,0.588,2022-11-27,11,12,afternoon,192,-2.5,48.5,64,Sun,away,ARI,W 25-24,-2.5,did not cover,48.5,over,0
2022,LAC,0.588,2022-10-23,7,7,afternoon,308,-4.5,50.5,73,Sun,home,SEA,L 23-37,-4.5,did not cover,50.5,over,0
2022,LAC,0.588,2022-09-25,3,3,afternoon,430,-3,42.5,81,Sun,home,JAX,L 10-38,-3,did not cover,42.5,over,0
2022,LAC,0.588,2022-09-11,1,1,afternoon,487,-3.5,52.5,86,Sun,home,LVR,W 24-19,-3.5,covered,52.5,under,0
2022,LAC,0.588,2022-12-26,15,16,night,62,-4,45.5,22,Mon,away,IND,W 20-3,-4,covered,45.5,under,0
2022,LAC,0.588,2022-12-11,13,14,night,123,3,53.5,57,Sun,home,MIA,W 23-17,3,covered,53.5,under,0
2022,LAC,0.588,2022-11-20,10,11,night,221,5,52.5,69,Sun,home,KAN,L 27-30,5,covered,52.5,over,0
2022,LAC,0.588,2022-11-13,9,10,night,242,7.5,45,57,Sun,away,SFO,L 16-22,7.5,covered,45,under,0
2022,LAC,0.588,2022-10-17,6,6,night,316,-4.5,45.5,69,Mon,home,DEN,W 19-16 (OT),-4.5,did not cover,45.5,under,0
2021,CIN,0.588,2022-01-09,17,18,early,8,5.5,37,38,Sun,away,CLE,L 16-21,5.5,covered,37,push,0
2021,CIN,0.588,2022-01-02,16,17,early,47,4,51.5,33,Sun,home,KAN,W 34-31,4,covered,51.5,over,0
2021,CIN,0.588,2021-12-26,15,16,early,77,-7,41.5,52,Sun,home,BAL,W 41-21,-7,covered,41.5,over,0
2021,CIN,0.588,2021-12-12,13,14,early,137,1.5,49,48,Sun,home,SFO,L 23-26 (OT),1.5,did not cover,49,push,0
2021,CIN,0.588,2021-12-05,12,13,early,156,-3,49.5,48,Sun,home,LAC,L 22-41,-3,did not cover,49.5,over,0
2021,CIN,0.588,2021-11-28,11,12,early,185,-3.5,44,43,Sun,home,PIT,W 41-10,-3.5,covered,44,over,0
2021,CIN,0.588,2021-11-07,9,9,early,270,-2.5,47.5,56,Sun,home,CLE,L 16-41,-2.5,did not cover,47.5,over,0
2021,CIN,0.588,2021-10-31,8,8,early,295,-11,43,63,Sun,away,NYJ,L 31-34,-11,did not cover,43,over,0
2021,CIN,0.588,2021-10-24,7,7,early,318,6.5,45.5,61,Sun,away,BAL,W 41-17,6.5,covered,45.5,over,0
2021,CIN,0.588,2021-10-17,6,6,early,344,-3.5,47,57,Sun,away,DET,W 34-11,-3.5,covered,47,under,0
2021,CIN,0.588,2021-10-10,5,5,early,376,3,51,76,Sun,home,GNB,L 22-25 (OT),3,push,51,under,0
2021,CIN,0.588,2021-09-26,3,3,early,419,3,43,67,Sun,away,PIT,W 24-10,3,covered,43,under,0
2021,CIN,0.588,2021-09-19,2,2,early,451,1.5,44.5,80,Sun,away,CHI,L 17-20,1.5,did not cover,44.5,under,0
2021,CIN,0.588,2021-09-12,1,1,early,483,3,47.5,81,Sun,home,MIN,W 27-24 (OT),3,covered,47.5,over,0
2021,CIN,0.588,2021-12-19,14,15,afternoon,112,3,44,61,Sun,away,DEN,W 15-10,3,covered,44,under,0
2021,CIN,0.588,2021-11-21,10,11,afternoon,14,-1,50.5,65,Sun,away,LVR,W 32-13,-1,covered,50.5,under,1
2021,CIN,0.588,2021-09-30,4,4,night,415,-7.5,46.5,65,Thu,home,JAX,W 24-21,-7.5,did not cover,46.5,under,0
2021,NWE,0.588,2022-01-09,17,18,early,10,-6,40,75,Sun,away,MIA,L 24-33,-6,did not cover,40,over,0
2021,NWE,0.588,2022-01-02,16,17,early,58,-16.5,41.5,46,Sun,home,JAX,W 50-10,-16.5,covered,41.5,over,0
2021,NWE,0.588,2021-12-26,15,16,early,73,-1.5,43.5,38,Sun,home,BUF,L 21-33,-1.5,did not cover,43.5,over,0
2021,NWE,0.588,2021-11-28,12,12,early,182,-7,43.5,33,Sun,home,TEN,W 36-13,-7,covered,43.5,over,0
2021,NWE,0.588,2021-11-14,10,10,early,249,-2.5,45,48,Sun,home,CLE,W 45-7,-2.5,covered,45,over,0
2021,NWE,0.588,2021-11-07,9,9,early,274,-3.5,41,61,Sun,away,CAR,W 24-6,-3.5,covered,41,under,0
2021,NWE,0.588,2021-10-24,7,7,early,321,-7,42.5,52,Sun,home,NYJ,W 54-13,-7,covered,42.5,over,0
2021,NWE,0.588,2021-10-10,5,5,early,381,-8,39,84,Sun,away,HOU,W 25-22,-8,did not cover,39,over,0
2021,NWE,0.588,2021-09-26,3,3,early,423,-3,42.5,73,Sun,home,NOR,L 13-28,-3,did not cover,42.5,under,0
2021,NWE,0.588,2021-09-19,2,2,early,455,-6,43,72,Sun,away,NYJ,W 25-6,-6,covered,43,under,0
2021,NWE,0.588,2021-10-31,8,8,afternoon,298,4.5,49.5,64,Sun,away,LAC,W 27-24,4.5,covered,49.5,over,0
2021,NWE,0.588,2021-10-17,6,6,afternoon,348,3.5,50.5,62,Sun,home,DAL,L 29-35 (OT),3.5,did not cover,50.5,over,0
2021,NWE,0.588,2021-09-12,1,1,afternoon,488,-3,43.5,81,Sun,home,MIA,L 16-17,-3,did not cover,43.5,under,0
2021,NWE,0.588,2021-12-18,14,15,night,3,2.5,45.5,36,Sat,away,IND,L 17-27,2.5,did not cover,45.5,under,1
2021,NWE,0.588,2021-12-06,13,13,night,150,4,44,36,Mon,away,BUF,W 14-10,4,covered,44,under,0
2021,NWE,0.588,2021-11-18,11,11,night,228,-7,47,53,Thu,away,ATL,W 25-0,-7,covered,47,under,0
2021,LVR,0.588,2022-01-02,16,17,early,62,8,45,27,Sun,away,IND,W 23-20,8,covered,45,under,0
2021,LVR,0.588,2021-12-12,13,14,early,131,10,48,47,Sun,away,KAN,L 9-48,10,did not cover,48,over,0
2021,LVR,0.588,2021-11-07,8,9,early,22,-3,46.5,54,Sun,away,NYG,L 16-23,-3,did not cover,46.5,under,1
2021,LVR,0.588,2021-09-19,2,2,early,473,6,47,77,Sun,away,PIT,W 26-17,6,covered,47,under,0
2021,LVR,0.588,2021-12-26,15,16,afternoon,79,0,41,53,Sun,home,DEN,W 17-13,0,covered,41,under,0
2021,LVR,0.588,2021-12-20,14,15,afternoon,100,3,41,40,Mon,away,CLE,W 16-14,3,covered,41,under,0
2021,LVR,0.588,2021-12-05,12,13,afternoon,153,-1.5,48,70,Sun,home,WAS,L 15-17,-1.5,did not cover,48,under,0
2021,LVR,0.588,2021-11-25,11,12,afternoon,200,7.5,51.5,58,Thu,away,DAL,W 36-33 (OT),7.5,covered,51.5,over,0
2021,LVR,0.588,2021-11-25,11,12,afternoon,202,7.5,51.5,58,Thu,away,DAL,W 36-33 (OT),7.5,covered,51.5,over,0
