Season,Team,win_percentage,Date,G#,Week,Game time,Rk,Spread...4,Over/Under...5,Temperature,Day,Location,Opp,Result,Spread...13,vs. Line,Over/Under...15,OU Result,after_bye
2023,TEN,0.353,2023-10-15,6,6,early,352,5,42.5,52,Sun,home,BAL,L 16-24,5,did not cover,42.5,under,0
2023,TEN,0.353,2023-10-08,5,5,early,378,-2.5,43.5,53,Sun,away,IND,L 16-23,-2.5,did not cover,43.5,under,0
2023,TEN,0.353,2023-10-01,4,4,early,401,2.5,41.5,82,Sun,home,CIN,W 27-3,2.5,covered,41.5,under,0
2023,TEN,0.353,2023-09-24,3,3,early,432,3.5,38,68,Sun,away,CLE,L 3-27,3.5,did not cover,38,under,0
2023,TEN,0.353,2023-09-17,2,2,early,462,2.5,45.5,64,Sun,home,LAC,W 27-24 (OT),2.5,covered,45.5,over,0
2023,TEN,0.353,2023-09-10,1,1,early,492,3,41.5,83,Sun,away,NOR,L 15-16,3,covered,41.5,under,0
2023,TEN,0.353,2023-12-11,13,14,night,127,13.5,46.5,64,Mon,away,MIA,W 28-27,13.5,covered,46.5,over,0
2023,TEN,0.353,2023-11-02,8,9,night,280,3,36.5,40,Thu,away,PIT,L 16-20,3,did not cover,36.5,under,0
2022,LVR,0.353,2022-11-06,8,9,early,264,-2.5,48,81,Sun,away,JAX,L 20-27,-2.5,did not cover,48,under,0
2022,LVR,0.353,2022-10-30,7,8,early,289,-1.5,49.5,68,Sun,away,NOR,L 0-24,-1.5,did not cover,49.5,under,0
2022,LVR,0.353,2022-09-25,3,3,early,427,-2,45.5,77,Sun,away,TEN,L 22-24,-2,did not cover,45.5,over,0
2022,LVR,0.353,2023-01-07,17,18,afternoon,29,9,52.5,55,Sat,home,KAN,L 13-31,9,did not cover,52.5,under,0
2022,LVR,0.353,2023-01-01,16,17,afternoon,49,9.5,42.5,59,Sun,home,SFO,L 34-37 (OT),9.5,covered,42.5,over,0
2022,LVR,0.353,2022-12-18,14,15,afternoon,104,-1.5,45,53,Sun,home,NWE,W 30-24,-1.5,covered,45,over,0
2022,LVR,0.353,2022-12-04,12,13,afternoon,155,-2.5,49.5,73,Sun,home,LAC,W 27-20,-2.5,covered,49.5,under,0
2022,LVR,0.353,2022-11-27,11,12,afternoon,191,4,47.5,44,Sun,away,SEA,W 40-34 (OT),4,covered,47.5,over,0
2022,LVR,0.353,2022-11-20,10,11,afternoon,219,2.5,41,49,Sun,away,DEN,W 22-16 (OT),2.5,covered,41,under,0
2022,LVR,0.353,2022-11-13,9,10,afternoon,240,-4,41,56,Sun,home,IND,L 20-25,-4,did not cover,41,over,0
2022,LVR,0.353,2022-10-23,6,7,afternoon,31,-7,46,63,Sun,home,HOU,W 38-20,-7,covered,46,over,1
2022,LVR,0.353,2022-10-02,4,4,afternoon,397,-2.5,45.5,91,Sun,home,DEN,W 32-23,-2.5,covered,45.5,over,0
2022,LVR,0.353,2022-09-18,2,2,afternoon,456,-5.5,51.5,90,Sun,home,ARI,L 23-29 (OT),-5.5,did not cover,51.5,over,0
2022,LVR,0.353,2022-09-11,1,1,afternoon,485,3.5,52.5,86,Sun,away,LAC,L 19-24,3.5,did not cover,52.5,under,0
2022,LVR,0.353,2022-12-24,15,16,night,75,2,38,9,Sat,away,PIT,L 10-13,2,did not cover,38,under,0
2022,LVR,0.353,2022-12-08,13,14,night,141,-6,44.5,58,Thu,away,LAR,L 16-17,-6,did not cover,44.5,under,0
2022,LVR,0.353,2022-10-10,5,5,night,342,7,51.5,77,Mon,away,KAN,L 29-30,7,covered,51.5,over,0
2021,CHI,0.353,2022-01-09,17,18,early,7,4,44.5,0,Sun,away,MIN,L 17-31,4,did not cover,44.5,over,0
2021,CHI,0.353,2022-01-02,16,17,early,43,-6.5,36.5,25,Sun,home,NYG,W 29-3,-6.5,covered,36.5,under,0
2021,CHI,0.353,2021-12-05,12,13,early,154,7.5,42,34,Sun,home,ARI,L 22-33,7.5,did not cover,42,over,0
2021,CHI,0.353,2021-11-25,11,12,early,199,-3,41,44,Thu,away,DET,W 16-14,-3,did not cover,41,under,0
2021,CHI,0.353,2021-11-21,10,11,early,16,5,43.5,46,Sun,home,BAL,L 13-16,5,covered,43.5,under,1
2021,CHI,0.353,2021-10-31,8,8,early,287,4,39.5,53,Sun,home,SFO,L 22-33,4,did not cover,39.5,over,0
2021,CHI,0.353,2021-10-17,6,6,early,334,6,44,59,Sun,home,GNB,L 14-24,6,did not cover,44,under,0
2021,CHI,0.353,2021-10-03,4,4,early,397,-3,41.5,72,Sun,home,DET,W 24-14,-3,covered,41.5,under,0
2021,CHI,0.353,2021-10-03,4,4,early,403,-3,41.5,72,Sun,home,DET,W 24-14,-3,covered,41.5,under,0
2021,CHI,0.353,2021-09-26,3,3,early,435,7.5,44.5,70,Sun,away,CLE,L 6-26,7.5,did not cover,44.5,under,0
2021,CHI,0.353,2021-09-19,2,2,early,468,-1.5,44.5,80,Sun,home,CIN,W 20-17,-1.5,covered,44.5,under,0
2021,CHI,0.353,2021-12-26,15,16,afternoon,76,6.5,41.5,25,Sun,away,SEA,W 25-24,6.5,covered,41.5,over,0
2021,CHI,0.353,2021-10-24,7,7,afternoon,309,11.5,47,83,Sun,away,TAM,L 3-38,11.5,did not cover,47,under,0
2021,CHI,0.353,2021-10-10,5,5,afternoon,364,5.5,45.5,72,Sun,away,LVR,W 20-9,5.5,covered,45.5,under,0
2021,CHI,0.353,2021-12-20,14,15,night,101,6.5,44.5,37,Mon,home,MIN,L 9-17,6.5,did not cover,44.5,under,0
2021,CHI,0.353,2021-12-12,13,14,night,136,11.5,43,36,Sun,away,GNB,L 30-45,11.5,did not cover,43,over,0
2021,CHI,0.353,2021-11-08,9,9,night,254,6.5,38.5,55,Mon,away,PIT,L 27-29,6.5,covered,38.5,over,0
2021,CHI,0.353,2021-09-12,1,1,night,500,8,46.5,72,Sun,away,LAR,L 14-34,8,did not cover,46.5,over,0
2024,CHI,0.333,2024-11-28,12,13,early,21,9.5,48,38,Thu,away,DET,L 20-23,9.5,covered,48,under,0
2024,CHI,0.333,2024-11-24,11,12,early,29,3.5,39.5,47,Sun,home,MIN,L 27-30 (OT),3.5,covered,39.5,over,0
2024,CHI,0.333,2024-11-17,10,11,early,53,5.5,40.5,54,Sun,home,GNB,L 19-20,5.5,covered,40.5,under,0
2024,CHI,0.333,2024-11-10,9,10,early,78,-6,38.5,60,Sun,home,NWE,L 3-19,-6,did not cover,38.5,under,0
2024,CHI,0.333,2024-10-13,6,6,early,189,1,45,54,Sun,home,JAX,W 35-16,1,covered,45,over,0
2024,CHI,0.333,2024-10-06,5,5,early,213,-4,40.5,74,Sun,home,CAR,W 36-10,-4,covered,40.5,over,0
2024,CHI,0.333,2024-09-29,4,4,early,244,-3,40.5,70,Sun,home,LAR,W 24-18,-3,covered,40.5,over,0
2024,CHI,0.333,2024-09-22,3,3,early,275,1,43.5,75,Sun,away,IND,L 16-21,1,did not cover,43.5,under,0
2024,CHI,0.333,2024-09-08,1,1,early,338,-3.5,44.5,67,Sun,home,TEN,W 24-17,-3.5,covered,44.5,under,0
2024,CHI,0.333,2024-11-03,8,9,afternoon,104,1.5,44.5,71,Sun,away,ARI,L 9-29,1.5,did not cover,44.5,under,0
2024,CHI,0.333,2024-10-27,7,8,afternoon,15,-1,45,58,Sun,away,WAS,L 15-18,-1,did not cover,45,under,1
2024,CHI,0.333,2024-09-15,2,2,night,304,6,45,89,Sun,away,HOU,L 13-19,6,push,45,under,0
2024,CIN,0.333,2024-12-01,12,13,early,3,-3,47,32,Sun,home,PIT,L 38-44,-3,did not cover,47,over,1
2024,CIN,0.333,2024-11-03,9,9,early,105,-7,45,67,Sun,home,LVR,W 41-24,-7,covered,45,over,0
2024,CIN,0.333,2024-10-27,8,8,early,134,-2.5,47.5,59,Sun,home,PHI,L 17-37,-2.5,did not cover,47.5,over,0
2024,CIN,0.333,2024-10-20,7,7,early,166,-5.5,41,62,Sun,away,CLE,W 21-14,-5.5,covered,41,under,0
2024,CIN,0.333,2024-10-06,5,5,early,214,1,48.5,81,Sun,home,BAL,L 38-41 (OT),1,did not cover,48.5,over,0
2024,CIN,0.333,2024-09-29,4,4,early,245,-4.5,47,78,Sun,away,CAR,W 34-24,-4.5,covered,47,over,0
2024,CIN,0.333,2024-09-08,1,1,early,339,-7.5,41,66,Sun,home,NWE,L 10-16,-7.5,did not cover,41,under,0
2024,CIN,0.333,2024-09-15,2,2,afternoon,305,6,48,89,Sun,away,KAN,L 25-26,6,covered,48,over,0
2024,CIN,0.333,2024-11-17,11,11,night,54,1,48.5,61,Sun,away,LAC,L 27-34,1,did not cover,48.5,over,0
2024,CIN,0.333,2024-11-07,10,10,night,97,6,53.5,69,Thu,away,BAL,L 34-35,6,covered,53.5,over,0
2024,CIN,0.333,2024-10-13,6,6,night,190,-3.5,46.5,63,Sun,away,NYG,W 17-7,-3.5,covered,46.5,under,0
2024,CIN,0.333,2024-09-23,3,3,night,270,-7.5,46.5,69,Mon,home,WAS,L 33-38,-7.5,did not cover,46.5,over,0
2024,NOR,0.333,2024-11-17,11,11,early,62,1,44,76,Sun,home,CLE,W 35-14,1,covered,44,over,0
2024,NOR,0.333,2024-11-10,10,10,early,88,3.5,46.5,78,Sun,home,ATL,W 20-17,3.5,covered,46.5,under,0
2024,NOR,0.333,2024-11-03,9,9,early,116,-7,43.5,66,Sun,away,CAR,L 22-23,-7,did not cover,43.5,over,0
2024,NOR,0.333,2024-10-13,6,6,early,199,3.5,41.5,76,Sun,home,TAM,L 27-51,3.5,did not cover,41.5,over,0
2024,NOR,0.333,2024-09-29,4,4,early,255,2.5,41,75,Sun,away,ATL,L 24-26,2.5,covered,41,over,0
2024,NOR,0.333,2024-09-22,3,3,early,287,-2.5,49.5,87,Sun,home,PHI,L 12-15,-2.5,did not cover,49.5,under,0
2024,NOR,0.333,2024-09-15,2,2,early,317,6,46.5,86,Sun,away,DAL,W 44-19,6,covered,46.5,over,0
2024,NOR,0.333,2024-09-08,1,1,early,350,-4,41.5,77,Sun,home,CAR,W 47-10,-4,covered,41.5,over,0
2024,NOR,0.333,2024-12-01,12,13,afternoon,4,2.5,49.5,64,Sun,home,LAR,L 14-21,2.5,did not cover,49.5,under,1
2024,NOR,0.333,2024-10-27,8,8,afternoon,145,7,41,76,Sun,away,LAC,L 8-26,7,did not cover,41,under,0
2024,NOR,0.333,2024-10-17,7,7,night,184,2.5,37,65,Thu,home,DEN,L 10-33,2.5,did not cover,37,over,0
2024,NOR,0.333,2024-10-07,5,5,night,210,5.5,43,70,Mon,away,KAN,L 13-26,5.5,did not cover,43,under,0
2023,LAC,0.294,2023-12-03,12,13,early,158,-5.5,39,44,Sun,away,NWE,W 6-0,-5.5,covered,39,under,0
2023,LAC,0.294,2023-11-19,10,11,early,217,-3,44,45,Sun,away,GNB,L 20-23,-3,did not cover,44,under,0
2023,LAC,0.294,2023-09-24,3,3,early,436,1,53,67,Sun,away,MIN,W 28-24,1,covered,53,under,0
2023,LAC,0.294,2023-09-17,2,2,early,466,-2.5,45.5,64,Sun,away,TEN,L 24-27 (OT),-2.5,did not cover,45.5,over,0
2023,LAC,0.294,2024-01-07,17,18,afternoon,26,-3.5,35.5,57,Sun,home,KAN,L 12-13,-3.5,did not cover,35.5,under,0
2023,LAC,0.294,2023-12-31,16,17,afternoon,33,3.5,36.5,41,Sun,away,DEN,L 9-16,3.5,did not cover,36.5,under,0
2023,LAC,0.294,2023-12-10,13,14,afternoon,147,-2.5,43.5,75,Sun,home,DEN,L 7-24,-2.5,did not cover,43.5,under,0
2023,LAC,0.294,2023-11-12,9,10,afternoon,241,2.5,48.5,79,Sun,home,DET,L 38-41,2.5,did not cover,48.5,over,0
2023,LAC,0.294,2023-10-22,6,7,afternoon,320,5.5,48.5,72,Sun,away,KAN,L 17-31,5.5,did not cover,48.5,under,0
2023,LAC,0.294,2023-10-01,4,4,afternoon,396,-5.5,48.5,67,Sun,home,LVR,W 24-17,-5.5,covered,48.5,under,0
2023,LAC,0.294,2023-10-01,4,4,afternoon,406,-5.5,48.5,67,Sun,home,LVR,W 24-17,-5.5,covered,48.5,under,0
2023,LAC,0.294,2023-09-10,1,1,afternoon,498,-3,50.5,90,Sun,home,MIA,L 34-36,-3,did not cover,50.5,over,0
2023,LAC,0.294,2023-12-23,15,16,night,94,12.5,44,62,Sat,home,BUF,L 22-24,12.5,covered,44,over,0
2023,LAC,0.294,2023-12-14,14,15,night,125,3,34,58,Thu,away,LVR,L 21-63,3,did not cover,34,over,0
2023,LAC,0.294,2023-11-26,11,12,night,185,3,48,64,Sun,home,BAL,L 10-20,3,did not cover,48,under,0
2023,LAC,0.294,2023-11-06,8,9,night,254,-3,41,48,Mon,away,NYJ,W 27-6,-3,covered,41,under,0
2023,LAC,0.294,2023-10-29,7,8,night,294,-10.5,45.5,76,Sun,home,CHI,W 30-13,-10.5,covered,45.5,under,0
2023,LAC,0.294,2023-10-16,5,6,night,29,1.5,50,74,Mon,home,DAL,L 17-20,1.5,did not cover,50,under,1
2022,DEN,0.294,2023-01-01,16,17,early,48,12.5,45,47,Sun,away,KAN,L 24-27,12.5,covered,45,over,0
2022,DEN,0.294,2022-12-04,12,13,early,166,9.5,39.5,63,Sun,away,BAL,L 9-10,9.5,covered,39.5,under,0
2022,DEN,0.294,2022-11-27,11,12,early,190,-1,36,66,Sun,away,CAR,L 10-23,-1,did not cover,36,under,0
2022,DEN,0.294,2022-11-13,9,10,early,19,2.5,39,36,Sun,away,TEN,L 10-17,2.5,did not cover,39,under,1
2022,DEN,0.294,2022-10-30,8,8,early,277,2,40.5,61,Sun,away,JAX,W 21-17,2,covered,40.5,under,0
2022,DEN,0.294,2023-01-08,17,18,afternoon,18,-3,39.5,43,Sun,home,LAC,W 31-28,-3,push,39.5,over,0
2022,DEN,0.294,2022-12-25,15,16,afternoon,67,-3,36.5,83,Sun,away,LAR,L 14-51,-3,did not cover,36.5,over,0
2022,DEN,0.294,2022-12-18,14,15,afternoon,105,-1.5,36.5,37,Sun,home,ARI,W 24-15,-1.5,covered,36.5,over,0
2022,DEN,0.294,2022-12-11,13,14,afternoon,132,8.5,44,55,Sun,home,KAN,L 28-34,8.5,covered,44,over,0
2022,DEN,0.294,2022-11-20,10,11,afternoon,210,-2.5,41,49,Sun,home,LVR,L 16-22 (OT),-2.5,did not cover,41,under,0
2022,DEN,0.294,2022-10-02,4,4,afternoon,383,2.5,45.5,91,Sun,away,LVR,L 23-32,2.5,did not cover,45.5,over,0
2022,DEN,0.294,2022-09-18,2,2,afternoon,446,-10,45.5,77,Sun,home,HOU,W 16-9,-10,did not cover,45.5,under,0
2022,DEN,0.294,2022-10-17,6,6,night,315,4.5,45.5,69,Mon,away,LAC,L 16-19 (OT),4.5,covered,45.5,under,0
2022,DEN,0.294,2022-10-06,5,5,night,372,-3,42,69,Thu,home,IND,L 9-12 (OT),-3,did not cover,42,under,0
2022,DEN,0.294,2022-09-25,3,3,night,414,1.5,44.5,73,Sun,home,SFO,W 11-10,1.5,covered,44.5,under,0
2022,DEN,0.294,2022-09-12,1,1,night,461,-6.5,44.5,74,Mon,away,SEA,L 16-17,-6.5,did not cover,44.5,under,0
2022,LAR,0.294,2022-11-20,10,11,early,220,2.5,39,48,Sun,away,NOR,L 20-27,2.5,did not cover,39,over,0
2022,LAR,0.294,2023-01-08,17,18,afternoon,15,6,41.5,45,Sun,away,SEA,L 16-19 (OT),6,covered,41.5,under,0
2022,LAR,0.294,2023-01-01,16,17,afternoon,43,6.5,41.5,62,Sun,away,LAC,L 10-31,6.5,did not cover,41.5,under,0
2022,LAR,0.294,2022-12-25,15,16,afternoon,64,3,36.5,83,Sun,home,DEN,W 51-14,3,covered,36.5,over,0
2022,LAR,0.294,2022-12-04,12,13,afternoon,150,7,41,47,Sun,home,SEA,L 23-27,7,covered,41,over,0
2022,LAR,0.294,2022-11-27,11,12,afternoon,176,15.5,42,44,Sun,away,KAN,L 10-26,15.5,did not cover,42,under,0
2022,LAR,0.294,2022-11-13,9,10,afternoon,241,-2.5,39.5,68,Sun,home,ARI,L 17-27,-2.5,did not cover,39.5,over,0
2022,LAR,0.294,2022-11-06,8,9,afternoon,265,3,42.5,88,Sun,away,TAM,L 13-16,3,push,42.5,under,0
2022,LAR,0.294,2022-10-30,7,8,afternoon,29,-2.5,42,75,Sun,home,SFO,L 14-31,-2.5,did not cover,42,over,1
2022,LAR,0.294,2022-10-16,6,6,afternoon,334,-10,41.5,72,Sun,home,CAR,W 24-10,-10,covered,41.5,under,0
2022,LAR,0.294,2022-10-09,5,5,afternoon,364,-5.5,42,74,Sun,home,DAL,L 10-22,-5.5,did not cover,42,under,0
2022,LAR,0.294,2022-09-25,3,3,afternoon,428,-3.5,48.5,0,Sun,away,ARI,W 20-12,-3.5,covered,48.5,under,0
2022,LAR,0.294,2022-09-18,2,2,afternoon,457,-10,46.5,74,Sun,home,ATL,W 31-27,-10,did not cover,46.5,over,0
2022,LAR,0.294,2022-12-19,14,15,night,93,7,39.5,15,Mon,away,GNB,L 12-24,7,did not cover,39.5,under,0
2022,LAR,0.294,2022-12-08,13,14,night,142,6,44.5,58,Thu,home,LVR,W 17-16,6,covered,44.5,under,0
2022,LAR,0.294,2022-10-03,4,4,night,373,1.5,42.5,73,Mon,away,SFO,L 9-24,1.5,did not cover,42.5,under,0
2022,LAR,0.294,2022-09-08,1,1,night,492,2.5,52,88,Thu,home,BUF,L 10-31,2.5,did not cover,52,under,0
2021,CAR,0.294,2022-01-09,17,18,early,4,9,41.5,80,Sun,away,TAM,L 17-41,9,did not cover,41.5,over,0
2021,CAR,0.294,2022-01-02,16,17,early,40,6.5,37.5,58,Sun,away,NOR,L 10-18,6.5,did not cover,37.5,under,0
2021,CAR,0.294,2021-12-26,15,16,early,74,9.5,43,73,Sun,home,TAM,L 6-32,9.5,did not cover,43,under,0
2021,CAR,0.294,2021-12-19,14,15,early,110,14.5,43,30,Sun,away,BUF,L 14-31,14.5,did not cover,43,over,0
2021,CAR,0.294,2021-12-12,13,14,early,5,-2.5,41,48,Sun,home,ATL,L 21-29,-2.5,did not cover,41,over,1
2021,CAR,0.294,2021-11-28,12,12,early,180,-2.5,42,74,Sun,away,MIA,L 10-33,-2.5,did not cover,42,over,0
2021,CAR,0.294,2021-11-21,11,11,early,226,-3.5,43,54,Sun,home,WAS,L 21-27,-3.5,did not cover,43,over,0
2021,CAR,0.294,2021-11-07,9,9,early,273,3.5,41,61,Sun,home,NWE,L 6-24,3.5,did not cover,41,under,0
2021,CAR,0.294,2021-10-31,8,8,early,297,3,47,58,Sun,away,ATL,W 19-13,3,covered,47,under,0
2021,CAR,0.294,2021-10-24,7,7,early,320,-3,42.5,57,Sun,away,NYG,L 3-25,-3,did not cover,42.5,under,0
2021,CAR,0.294,2021-10-17,6,6,early,347,2.5,45.5,62,Sun,home,MIN,L 28-34 (OT),2.5,did not cover,45.5,over,0
2021,CAR,0.294,2021-10-10,5,5,early,380,-3,46,76,Sun,home,PHI,L 18-21,-3,did not cover,46,under,0
2021,CAR,0.294,2021-09-19,2,2,early,454,3,44.5,83,Sun,home,NOR,W 26-7,3,covered,44.5,under,0
2021,CAR,0.294,2021-09-12,1,1,early,487,-4,45,81,Sun,home,NYJ,W 19-14,-4,covered,45,under,0
2021,CAR,0.294,2021-11-14,10,10,afternoon,248,10.5,43,81,Sun,away,ARI,W 34-10,10.5,covered,43,over,0
2021,CAR,0.294,2021-09-23,3,3,night,447,-9,43.5,77,Thu,away,HOU,W 24-9,-9,covered,43.5,under,0
2022,IND,0.265,2023-01-08,17,18,early,14,-2.5,37.5,36,Sun,home,HOU,L 31-32,-2.5,did not cover,37.5,over,0
2022,IND,0.265,2023-01-01,16,17,early,40,5.5,39,52,Sun,away,NYG,L 10-38,5.5,did not cover,39,over,0
2022,IND,0.265,2022-12-17,14,15,early,8,3.5,47.5,19,Sat,away,MIN,L 36-39 (OT),3.5,covered,47.5,over,1
2022,IND,0.265,2022-11-20,11,11,early,208,6.5,45.5,27,Sun,home,PHI,L 16-17,6.5,covered,45.5,under,0
2022,IND,0.265,2022-11-06,9,9,early,254,5,40.5,78,Sun,away,NWE,L 3-26,5,did not cover,40.5,under,0
2022,IND,0.265,2022-10-23,7,7,early,301,2.5,41.5,74,Sun,away,TEN,L 10-19,2.5,did not cover,41.5,under,0
2022,IND,0.265,2022-10-16,6,6,early,321,-1.5,41,62,Sun,home,JAX,W 34-27,-1.5,covered,41,over,0
2022,IND,0.265,2022-10-02,4,4,early,380,-3.5,43,62,Sun,home,TEN,L 17-24,-3.5,did not cover,43,under,0
2022,IND,0.265,2022-09-25,3,3,early,412,5.5,51,65,Sun,home,KAN,W 20-17,5.5,covered,51,under,0
2022,IND,0.265,2022-09-11,1,1,early,468,-7,45.5,88,Sun,away,HOU,T 20-20 (OT),-7,did not cover,45.5,under,0
2022,IND,0.265,2022-11-13,10,10,afternoon,229,4,41,56,Sun,away,LVR,W 25-20,4,covered,41,over,0
2022,IND,0.265,2022-10-30,8,8,afternoon,275,-3,39.5,58,Sun,home,WAS,L 16-17,-3,did not cover,39.5,under,0
2022,IND,0.265,2022-12-26,15,16,night,61,4,45.5,22,Mon,home,LAC,L 3-20,4,did not cover,45.5,under,0
2022,IND,0.265,2022-12-04,13,13,night,162,10.5,44.5,67,Sun,away,DAL,L 19-54,10.5,did not cover,44.5,over,0
2022,IND,0.265,2022-11-28,12,12,night,174,-2.5,39.5,44,Mon,home,PIT,L 17-24,-2.5,did not cover,39.5,over,0
2022,IND,0.265,2022-10-06,5,5,night,371,3,42,69,Thu,away,DEN,W 12-9 (OT),3,covered,42,under,0
2024,CAR,0.25,2024-11-24,11,12,early,7,11,43,61,Sun,home,KAN,L 27-30,11,covered,43,over,1
2024,CAR,0.25,2024-11-10,10,10,early,77,6.5,40.5,40,Sun,home,NYG,W 20-17 (OT),6.5,covered,40.5,under,0
2024,CAR,0.25,2024-11-03,9,9,early,103,7,43.5,66,Sun,home,NOR,W 23-22,7,covered,43.5,over,0
2024,CAR,0.25,2024-10-06,5,5,early,212,4,40.5,74,Sun,away,CHI,L 10-36,4,did not cover,40.5,over,0
2024,CAR,0.25,2024-09-29,4,4,early,243,4.5,47,78,Sun,home,CIN,L 24-34,4.5,did not cover,47,over,0
2024,CAR,0.25,2024-09-15,2,2,early,303,5,38.5,78,Sun,home,LAC,L 3-26,5,did not cover,38.5,under,0
2024,CAR,0.25,2024-09-08,1,1,early,337,4,41.5,77,Sun,away,NOR,L 10-47,4,did not cover,41.5,over,0
2024,CAR,0.25,2024-12-01,12,13,afternoon,5,6,46.5,51,Sun,home,TAM,L 23-26 (OT),6,covered,46.5,over,0
2024,CAR,0.25,2024-10-27,8,8,afternoon,133,11,41,76,Sun,away,DEN,L 14-28,11,did not cover,41,over,0
2024,CAR,0.25,2024-10-20,7,7,afternoon,165,9.5,51.5,76,Sun,away,WAS,L 7-40,9.5,did not cover,51.5,under,0
2024,CAR,0.25,2024-10-13,6,6,afternoon,188,6.5,47,79,Sun,home,ATL,L 20-38,6.5,did not cover,47,over,0
2024,CAR,0.25,2024-09-22,3,3,afternoon,274,5.5,40,86,Sun,away,LVR,W 36-22,5.5,covered,40,over,0
2024,CLE,0.25,2024-11-17,10,11,early,10,-1,44,76,Sun,away,NOR,L 14-35,-1,did not cover,44,over,1
2024,CLE,0.25,2024-11-03,9,9,early,106,1,42.5,57,Sun,home,LAC,L 10-27,1,did not cover,42.5,under,0
2024,CLE,0.25,2024-10-27,8,8,early,135,9,45.5,52,Sun,home,BAL,W 29-24,9,covered,45.5,over,0
2024,CLE,0.25,2024-10-20,7,7,early,167,5.5,41,62,Sun,home,CIN,L 14-21,5.5,did not cover,41,under,0
2024,CLE,0.25,2024-10-13,6,6,early,191,9.5,42.5,82,Sun,away,PHI,L 16-20,9.5,covered,42.5,under,0
2024,CLE,0.25,2024-10-06,5,5,early,215,3,43.5,73,Sun,away,WAS,L 13-34,3,did not cover,43.5,over,0
2024,CLE,0.25,2024-09-22,3,3,early,276,-6.5,38.5,76,Sun,home,NYG,L 15-21,-6.5,did not cover,38.5,under,0
2024,CLE,0.25,2024-09-15,2,2,early,306,3,41,80,Sun,away,JAX,W 18-13,3,covered,41,under,0
2024,CLE,0.25,2024-09-29,4,4,afternoon,246,-2.5,36.5,99,Sun,away,LVR,L 16-20,-2.5,did not cover,36.5,under,0
2024,CLE,0.25,2024-09-08,1,1,afternoon,340,-2.5,41,68,Sun,home,DAL,L 17-33,-2.5,did not cover,41,over,0
2024,CLE,0.25,2024-12-02,12,13,night,3,6,42,48,Mon,away,DEN,L 32-41,6,did not cover,42,over,0
2024,CLE,0.25,2024-11-21,11,12,night,47,3.5,36.5,36,Thu,home,PIT,W 24-19,3.5,covered,36.5,over,0
2024,NYJ,0.25,2024-12-01,12,13,early,2,0,42,37,Sun,home,SEA,L 21-26,0,did not cover,42,over,1
2024,NYJ,0.25,2024-11-17,11,11,early,64,-4,43.5,62,Sun,home,IND,L 27-28,-4,did not cover,43.5,over,0
2024,NYJ,0.25,2024-10-27,8,8,early,147,-7,41,53,Sun,away,NWE,L 22-25,-7,did not cover,41,over,0
2024,NYJ,0.25,2024-10-06,5,5,early,227,2.5,41,59,Sun,away,MIN,L 17-23,2.5,did not cover,41,under,0
2024,NYJ,0.25,2024-09-29,4,4,early,257,-9,40,67,Sun,home,DEN,L 9-10,-9,did not cover,40,under,0
2024,NYJ,0.25,2024-09-15,2,2,early,320,-3.5,41,80,Sun,away,TEN,W 24-17,-3.5,covered,41,push,0
2024,NYJ,0.25,2024-11-10,10,10,afternoon,91,-1.5,46.5,79,Sun,away,ARI,L 6-31,-1.5,did not cover,46.5,under,0
2024,NYJ,0.25,2024-10-31,9,9,night,128,-2,42,71,Thu,home,HOU,W 21-13,-2,covered,42,under,0
2024,NYJ,0.25,2024-10-20,7,7,night,175,-1.5,39,60,Sun,away,PIT,L 15-37,-1.5,did not cover,39,over,0
2024,NYJ,0.25,2024-10-14,6,6,night,186,1,40.5,49,Mon,home,BUF,L 20-23,1,did not cover,40.5,over,0
2024,NYJ,0.25,2024-09-19,3,3,night,300,-6,38.5,75,Thu,home,NWE,W 24-3,-6,covered,38.5,under,0
2024,NYJ,0.25,2024-09-09,1,1,night,333,4,43.5,76,Mon,away,SFO,L 19-32,4,did not cover,43.5,over,0
2024,TEN,0.25,2024-12-01,12,13,early,10,6,44.5,42,Sun,away,WAS,L 19-42,6,did not cover,44.5,over,0
2024,TEN,0.25,2024-11-24,11,12,early,40,9,40.5,78,Sun,away,HOU,W 32-27,9,covered,40.5,over,0
2024,TEN,0.25,2024-11-17,10,11,early,65,6,39.5,66,Sun,home,MIN,L 13-23,6,did not cover,39.5,under,0
2024,TEN,0.25,2024-11-03,8,9,early,119,-3.5,38.5,75,Sun,home,NWE,W 20-17 (OT),-3.5,did not cover,38.5,under,0
2024,TEN,0.25,2024-10-27,7,8,early,148,11.5,44.5,56,Sun,away,DET,L 14-52,11.5,did not cover,44.5,over,0
2024,TEN,0.25,2024-10-20,6,7,early,176,9.5,41,66,Sun,away,BUF,L 10-34,9.5,did not cover,41,over,0
2024,TEN,0.25,2024-10-13,5,6,early,21,-2.5,43,80,Sun,home,IND,L 17-20,-2.5,did not cover,43,under,1
2024,TEN,0.25,2024-09-22,3,3,early,289,-3,37.5,87,Sun,home,GNB,L 14-30,-3,did not cover,37.5,over,0
2024,TEN,0.25,2024-09-15,2,2,early,321,3.5,41,80,Sun,home,NYJ,L 17-24,3.5,did not cover,41,push,0
2024,TEN,0.25,2024-09-08,1,1,early,353,3.5,44.5,67,Sun,away,CHI,L 17-24,3.5,did not cover,44.5,under,0
